City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
0,Antibes,FR,57.67,clear sky,43.5624,7.1278,"ROYAL ANTIBES Luxury Hotel, Residence, Beach & Spa"
2,Kodiak,US,42.31,moderate rain,57.79,-152.4072,Best Western Kodiak Inn
3,Kahului,US,82.42,few clouds,20.8947,-156.47,Maui Seaside Hotel
4,Hermanus,ZA,56.8,overcast clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
5,Kavieng,PG,83.01,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
6,Georgetown,MY,80.24,few clouds,5.4112,100.3354,Cititel Penang
8,Jamestown,US,35.19,light snow,42.097,-79.2353,Hampton Inn & Suites Jamestown
9,Pevek,RU,7.03,light snow,69.7008,170.3133,Severnoye Zoloto
10,Port Alfred,ZA,62.19,broken clouds,-33.5906,26.891,The Halyards Hotel & Spa
12,Clearlake,US,68.94,clear sky,38.9582,-122.6264,Americas Best Value Inn & Suites Clearlake Wine Country
13,Arraial Do Cabo,BR,73.26,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
14,Puerto Ayora,EC,75.16,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
15,Ayan,RU,10.02,clear sky,56.45,138.1667,Gostinitsa
16,Roma,US,40.82,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
17,Thompson,CA,19.56,light snow,55.7435,-97.8558,Burntwood Hotel
18,Victoria,HK,74.32,overcast clouds,22.2855,114.1577,Mini Central
19,Kapaa,US,80.92,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
20,Atuona,PF,78.03,clear sky,-9.8,-139.0333,Villa Enata
22,Porto Novo,BJ,82.22,clear sky,6.4965,2.6036,Tour Eiffel Hotel Benin
23,Castro,BR,62.26,clear sky,-24.7911,-50.0119,CHACARA BAILLY
24,Port Elizabeth,ZA,64.31,few clouds,-33.918,25.5701,39 On Nile Guest House
25,Tailai,CN,25.02,scattered clouds,46.3833,123.4,Pearl Garden Hotel
26,Cherskiy,RU,0.1,overcast clouds,68.75,161.3,Gostinitsa
27,Kupang,ID,80.06,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
28,Cape Town,ZA,62.28,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
30,Hilo,US,80.33,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
31,Broome,US,40.69,overcast clouds,42.2506,-75.833,Chenango Valley State Park
32,Bredasdorp,ZA,57.76,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
34,Rongcheng,CN,54.82,overcast clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
35,Yulara,AU,67.28,few clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
36,Bethel,US,45.48,broken clouds,41.3712,-73.414,Courtyard by Marriott Danbury
37,Saint George,US,54.43,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
39,Punta Arenas,CL,57.31,broken clouds,-53.15,-70.9167,Hotel Hain
40,Ahipara,NZ,68.02,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
41,Pisco,PE,69.85,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
42,Gizo,SB,83.7,overcast clouds,-8.103,156.8419,Imagination Island
43,Oriximina,BR,84.9,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
44,Namibe,AO,68.18,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
45,Rikitea,PF,73.04,moderate rain,-23.1203,-134.9692,People ThankYou
46,Jacareacanga,BR,81.39,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
47,Ciudad Bolivar,VE,84.63,overcast clouds,8.1222,-63.5497,Hotel Edi
48,Hithadhoo,MV,80.53,broken clouds,-0.6,73.0833,Scoop Guest House
49,Polson,US,29.48,overcast clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
50,Freeport,US,48.38,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
52,Bodden Town,KY,86.0,scattered clouds,19.2833,-81.25,Will T Place
53,Butaritari,KI,80.87,broken clouds,3.0707,172.7902,Isles Sunset Lodge
54,Faanui,PF,79.14,overcast clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
55,Narsaq,GL,25.02,broken clouds,60.9167,-46.05,Sleep In Narsaq
57,Chuy,UY,66.09,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
59,Jieznas,LT,31.59,overcast clouds,54.6,24.1667,Ustrone
60,Ushuaia,AR,56.86,scattered clouds,-54.8,-68.3,Albatross Hotel
61,Pochutla,MX,89.42,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
62,Hobart,AU,53.26,broken clouds,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
64,Busselton,AU,59.16,broken clouds,-33.65,115.3333,Observatory Guest House
65,Bama,NG,71.98,scattered clouds,11.5221,13.6856,UN Humanitarian Hub
66,Paamiut,GL,15.26,broken clouds,61.994,-49.6678,Pistut
68,Mendeleyevsk,RU,20.44,overcast clouds,55.9082,52.2905,Gostinyy Dvor
69,Janauba,BR,69.06,overcast clouds,-15.8025,-43.3089,Ouro Norte Palace Hotel
70,Mataura,NZ,58.48,overcast clouds,-46.1927,168.8643,Ellie's Villa
71,Hasaki,JP,46.22,scattered clouds,35.7333,140.8333,Inubosaki Kanko Hotel
73,Sao Filipe,CV,77.72,scattered clouds,14.8961,-24.4956,Hotel Xaguate
74,Chicama,PE,61.34,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
75,Prieska,ZA,73.06,broken clouds,-29.6641,22.7474,Avenue GuestHouse
76,Vaini,TO,80.76,few clouds,-21.2,-175.2,Keleti Beach Resort
77,East London,ZA,67.17,broken clouds,-33.0153,27.9116,Tu Casa
78,Carnarvon,AU,66.96,overcast clouds,-24.8667,113.6333,Hospitality Carnarvon
79,Alpena,US,32.25,overcast clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
80,Kavaratti,IN,80.42,few clouds,10.5669,72.642,Green leaf
81,Basco,PH,80.73,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
82,Bluff,NZ,58.8,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
83,Nanortalik,GL,20.3,broken clouds,60.1432,-45.2371,Hotel Kap Farvel
84,Norman Wells,CA,6.84,broken clouds,65.282,-126.8329,Heritage Hotel
85,Fortuna,US,64.92,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
86,Cidreira,BR,68.31,clear sky,-30.1811,-50.2056,Hotel Castelo
89,Ambilobe,MG,73.11,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
90,Padang,ID,74.73,moderate rain,-0.9492,100.3543,Mercure Padang
91,Amahai,ID,80.02,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
92,Severo-Kurilsk,RU,33.04,broken clouds,50.6789,156.125,Kak Doma
93,Zhezkazgan,KZ,21.94,scattered clouds,47.8043,67.7144,Hotel Zumrat
94,Daru,PG,82.54,overcast clouds,-9.0763,143.2092,Daru Lodge
97,Velyka Bahachka,UA,38.79,light rain,49.7912,33.7226,"Sanatoriy ""Psʹol"""
98,Brazzaville,CG,73.02,light rain,-4.2658,15.2832,Hotel Muesse
100,Katsuura,JP,56.55,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
101,Anito,PH,78.78,overcast clouds,12.4497,125.2886,El Felix Cottages
102,Lorengau,PG,82.94,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
103,Barrow,US,28.42,clear sky,71.2906,-156.7887,King Eider Inn
104,Husavik,IS,42.94,overcast clouds,66.0449,-17.3389,Bjarnabúð
106,Semporna,MY,78.44,light rain,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
107,Usvyaty,RU,27.09,clear sky,55.7456,30.7533,Gostinitsa Usvyacha
108,Corvallis,US,53.62,clear sky,44.5646,-123.262,Hilton Garden Inn Corvallis
109,Yellowknife,CA,1.92,few clouds,62.456,-114.3525,The Explorer Hotel
110,Souillac,MU,70.18,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
111,Dalvik,IS,44.53,overcast clouds,65.9702,-18.5286,Dalvík Hostel
112,Ribeira Grande,PT,65.77,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
113,San Patricio,US,51.67,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
114,Hamilton,US,36.37,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
115,Champerico,GT,93.74,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
116,Upernavik,GL,11.82,overcast clouds,72.7868,-56.1549,Café de Upernavik
117,Alberton,CA,35.51,light rain,46.8168,-64.0654,La Petite France B&B
118,Chiman,PK,60.31,clear sky,32.5463,73.8138,Master Muhammad zafar iqbal
119,San Pedro,PH,77.36,few clouds,14.35,121.0167,Palines Apartment and Guesthouse
120,Trojan,PL,31.01,scattered clouds,53.7897,20.2404,Warmia Resort
121,Jalu,LY,63.54,clear sky,29.0331,21.5482,صاحبة الفخامة
122,Tigil,RU,11.52,broken clouds,57.8,158.6667,Tigil'
123,Ulladulla,AU,57.07,scattered clouds,-35.35,150.4667,Sandpiper Motel
124,Coquimbo,CL,64.13,scattered clouds,-29.9533,-71.3436,Hotel San Juan
125,Kant,IN,63.03,clear sky,27.8,79.8,Faheem Auto Service Centre
127,Stornoway,GB,46.36,scattered clouds,58.2093,-6.3865,Caladh Inn
128,Estevan,CA,26.94,overcast clouds,49.1334,-102.9842,"Motel 6 Estevan, SK"
129,Saint-Philippe,RE,67.59,scattered clouds,-21.3585,55.7679,Le four à pain
130,Miramar,US,86.0,overcast clouds,25.9873,-80.2323,Stadium Hotel
131,Sayan,PE,73.98,overcast clouds,-11.1361,-77.1933,Hotel Restaurant Vanessa
133,New Norfolk,AU,52.92,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
134,Ponta Do Sol,PT,70.72,broken clouds,32.6667,-17.1,Hotel do Campo
135,Tautira,PF,77.41,overcast clouds,-17.7333,-149.15,Pension Oaoa
136,Jambi,ID,73.0,moderate rain,-1.6,103.6167,ASTON Jambi Hotel & Conference Center
137,Mar Del Plata,AR,72.82,scattered clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
138,East Wenatchee Bench,US,37.54,overcast clouds,47.4257,-120.2812,Coast Wenatchee Center Hotel
139,Merke,KZ,24.39,scattered clouds,42.8728,73.1786,Gostinitsa Merki
140,Port Hardy,CA,41.18,scattered clouds,50.6996,-127.4199,Airport Inn-Port Hardy
141,San Carlos,VE,77.45,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
142,Carutapera,BR,79.02,broken clouds,-1.195,-46.02,Lidera
143,Takoradi,GH,78.37,light rain,4.8845,-1.7554,Raybow International Hotel
144,Tasiilaq,GL,32.16,light snow,65.6145,-37.6368,The Red House
145,Sayyan,YE,51.06,clear sky,15.1718,44.3244,متنزه و بحيرة سيان
146,Nikolskoye,RU,31.91,overcast clouds,59.7035,30.7861,Tourist House - Sablino
147,Lubao,PH,80.31,moderate rain,14.9167,120.55,Hacienda Gracia
148,Vardo,NO,31.98,clear sky,70.3705,31.1107,Vardø Hotel AS
149,Sur,OM,76.37,clear sky,22.5667,59.5289,Sur Plaza Hotel
150,Shingu,JP,50.97,broken clouds,33.7333,135.9833,Shingu UI Hotel
151,Rosita,NI,79.5,scattered clouds,13.9268,-84.4032,Hospedaje Zeledón
154,Iqaluit,CA,4.73,broken clouds,63.7506,-68.5145,Frobisher Inn
155,Lucea,JM,84.06,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
156,Tuatapere,NZ,57.67,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
158,Oshawa,CA,34.21,overcast clouds,43.9001,-78.8496,Comfort Inn
159,Sistranda,NO,42.76,clear sky,63.7256,8.834,Hotell Frøya
160,Avarua,CK,78.85,scattered clouds,-21.2078,-159.775,Paradise Inn
161,Bengkulu,ID,73.33,light rain,-3.8004,102.2655,Grage Hotel Bengkulu
162,Tighina,MD,38.17,broken clouds,46.8306,29.4711,Солнце
163,Leh,IN,19.15,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
165,Kuytun,RU,22.21,overcast clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
166,Tecoanapa,MX,84.11,scattered clouds,16.5167,-98.75,Hotel Manglares
167,Virginia Beach,US,55.44,broken clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
168,Asau,RO,32.92,broken clouds,46.4333,26.4,Casa Mika Ciobanus
169,Banjar,ID,78.6,overcast clouds,-8.19,114.9675,The Hamsa Resort
171,Vanimo,PG,79.09,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
172,Dakar,SN,80.73,clear sky,14.6937,-17.4441,Novotel Dakar
174,Sitka,US,48.09,few clouds,57.0531,-135.33,Westmark Sitka
175,Mahebourg,MU,70.09,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
176,Longyearbyen,SJ,24.64,scattered clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
177,Berbera,SO,79.18,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
179,Kruisfontein,ZA,60.89,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
181,Sao Jose Da Coroa Grande,BR,77.38,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
182,Ostersund,SE,27.05,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
183,Mujiayingzi,CN,29.79,clear sky,42.1167,118.7833,Jinjiang Hotel
184,Coruripe,BR,77.23,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
185,Pataskala,US,37.06,overcast clouds,39.9956,-82.6743,Bubbies
186,Hay River,CA,13.98,light snow,60.8156,-115.7999,Ptarmigan Inn
187,Awbari,LY,61.21,scattered clouds,26.5921,12.7805,استراحة الشارب العائلي
188,Tabou,CI,77.83,clear sky,4.423,-7.3528,hotêl doufoulougou
189,Maldonado,UY,74.59,clear sky,-34.6667,-54.9167,La Cimarrona
190,Kirakira,SB,83.41,broken clouds,-10.4544,161.9205,SanBiz Lodge
191,Penzance,GB,48.88,overcast clouds,50.1186,-5.5371,Artist Residence Penzance
192,Kieta,PG,82.67,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
193,Yar-Sale,RU,6.28,overcast clouds,66.8333,70.8333,Yalemd
194,Vila Velha,BR,71.94,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
195,Haines Junction,CA,22.95,overcast clouds,60.7522,-137.5108,Parkside Inn
196,Gorontalo,ID,75.25,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
197,Ilulissat,GL,17.62,broken clouds,69.2167,-51.1,Hotel Arctic
198,Hami,CN,35.44,overcast clouds,42.8,93.45,Laoyutang Resort
199,Road Town,VG,84.29,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
200,Mayo,US,49.96,clear sky,38.8876,-76.5119,Resorts Resource Group International
201,Komsomolskiy,UZ,39.92,scattered clouds,40.4272,71.7189,Ikathouse
202,Cockburn Town,TC,82.04,clear sky,21.4612,-71.1419,Osprey Beach Hotel
203,Xapuri,BR,88.2,light rain,-10.6517,-68.5044,Pousada dos Chapurys
205,Yangjiang,CN,72.5,overcast clouds,21.85,111.9667,HUALUXE Yangjiang City Center
206,Lebu,CL,61.7,clear sky,-37.6167,-73.65,Hostal Las Lilas
207,Leningradskiy,RU,7.0,overcast clouds,69.3833,178.4167,Gostinitsa
208,Dunedin,NZ,55.8,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
209,Warrnambool,AU,54.99,scattered clouds,-38.3833,142.4833,Lady Bay Resort
212,Kaitangata,NZ,53.69,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
213,Dali,CN,43.88,clear sky,25.7,100.1833,Dali Travelling With Hostel
215,Korla,CN,39.36,overcast clouds,41.7597,86.1469,Gulisitan Hotel
216,Caibarien,CU,83.52,clear sky,22.5206,-79.4669,La Nena
217,Gweta,BW,81.1,clear sky,-20.1833,25.2333,Gweta Lodge
218,Moerai,PF,70.5,overcast clouds,-22.4333,-151.3333,Le Manotel
219,Ayagoz,KZ,20.84,few clouds,47.9714,80.4392,Gostinitsa Nur
220,San Quintin,MX,67.12,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
221,Quatre Cocos,MU,69.91,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
222,Ulaangom,MN,15.31,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
223,Carmen,MX,84.24,few clouds,18.6333,-91.8333,Hotel Lossandes
225,Lata,PT,63.07,overcast clouds,40.1629,-8.3327,Terraços da Beira
226,Christchurch,NZ,66.94,few clouds,-43.5333,172.6333,The George
228,Cap Malheureux,MU,69.48,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
229,Jinchang,CN,34.66,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
230,Richards Bay,ZA,71.22,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
231,Coihaique,CL,63.21,overcast clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
232,Nacala,MZ,76.01,overcast clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
233,Porkhov,RU,31.64,overcast clouds,57.765,29.5561,Hotel Parking
234,Reconquista,AR,85.75,clear sky,-29.15,-59.65,Grand Hotel
235,Spermezeu,RO,44.08,light rain,47.3,24.15,Pensiunea Anica
236,Matara,LK,74.84,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
238,Dingle,PH,76.28,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
239,Marrakesh,MA,69.87,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
240,Karratha,AU,70.59,clear sky,-20.7377,116.8463,ibis Styles Karratha
241,Qasigiannguit,GL,17.85,overcast clouds,68.8193,-51.1922,Almost HOME
242,Vila Franca Do Campo,PT,65.19,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
243,Saint-Joseph,RE,66.58,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
244,Mapiripan,CO,77.23,overcast clouds,2.8892,-72.1256,Monserrate
245,Caceres,ES,59.59,overcast clouds,39.522,-6.3748,Ahc Hoteles
246,Falam,MM,48.45,clear sky,22.9167,93.6833,Falang Government Guesthouse
247,Kirovskiy,RU,21.83,few clouds,45.0917,133.5136,"Uyut, Gostinitsa"
249,Aden,YE,79.54,clear sky,12.7794,45.0367,Sama Emirate Hotel
250,Sampit,ID,73.96,light rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
251,Abha,SA,55.22,clear sky,18.2164,42.5053,Abha Hotel
252,Cabuyaro,CO,81.27,overcast clouds,4.2817,-72.794,Hotel La Cuarta
253,Erin,US,47.1,scattered clouds,36.3184,-87.6947,Horizon Inn
254,Rosarito,MX,76.41,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
255,Cayenne,GF,84.24,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
256,Isangel,VU,81.68,overcast clouds,-19.55,169.2667,Tanna Lodge
257,Luganville,VU,83.82,clear sky,-15.5333,167.1667,The Espiritu Hotel
258,Vestmannaeyjar,IS,47.52,overcast clouds,63.4427,-20.2734,Glamping & Camping
259,Shache,CN,37.81,broken clouds,38.4167,77.2406,Delong Hotel
260,Northam,GB,49.6,light rain,51.0333,-4.2167,Durrant House Hotel
261,Guerrero Negro,MX,74.34,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
262,Tyazhinskiy,RU,26.17,overcast clouds,56.116,88.524,Gostinitsa Udacha
263,Posse,BR,69.48,overcast clouds,-14.0931,-46.3694,Pousada das Palmeiras
264,Kunszentmarton,HU,51.13,overcast clouds,46.8392,20.2888,Iglódi Panzió
265,Praia,CV,77.54,few clouds,14.9215,-23.5087,LT Aparthotel
266,Batangafo,CF,74.03,broken clouds,7.3008,18.2833,OCHA Office
268,Huilong,CN,55.92,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
269,Antofagasta,CL,67.28,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
270,Iskateley,RU,8.1,broken clouds,67.6803,53.1512,Hostel Agat
271,Puerto Baquerizo Moreno,EC,70.79,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
273,Kokstad,ZA,57.56,overcast clouds,-30.5472,29.4241,Majestic Bed and Breakfast
274,Saint Anthony,US,33.4,overcast clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
275,Solnechnyy,RU,13.62,few clouds,50.7214,136.6319,Hotel complex Pastoral
276,Sao Joao Da Barra,BR,75.29,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
277,Mount Gambier,AU,55.24,scattered clouds,-37.8333,140.7667,The Commodore
278,Devonport,AU,52.09,clear sky,-41.1667,146.35,Gateway Hotel by Nightcap Plus
279,Grindavik,IS,46.35,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
280,Olafsvik,IS,44.1,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
281,Ponta Delgada,PT,65.5,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
282,Flin Flon,CA,22.84,light snow,54.7682,-101.865,Victoria Inn Flin Flon
283,Eston,CA,21.92,overcast clouds,51.1501,-108.7514,Hearthside Place B&B
284,Hovd,MN,27.97,overcast clouds,48.0056,91.6419,Hotel Buyant
285,Grimshaw,CA,19.02,few clouds,56.1834,-117.6027,Coast Grimshaw Hotel & Suites
286,Whitehorse,CA,21.81,overcast clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
287,Fare,PF,78.76,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
288,Freetown,SL,78.66,broken clouds,8.484,-13.2299,The Country Lodge Hotel
290,Nome,US,29.16,overcast clouds,64.5011,-165.4064,Dredge 7 Inn
292,Saldanha,ZA,57.25,broken clouds,-33.0117,17.9442,Blue Bay Lodge
293,Najran,SA,63.25,clear sky,17.4924,44.1277,محمد هادي ال فطيح
294,Bandarbeyla,SO,78.06,few clouds,9.4942,50.8122,JABIR HOTEL
295,Tura,IN,60.51,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
296,Moree,AU,58.87,broken clouds,-29.4667,149.85,Molika Springs Motel
297,Ipswich,GB,51.06,moderate rain,52.0592,1.1555,Novotel Ipswich Centre
298,Hauterive,FR,56.16,overcast clouds,46.0901,3.4459,Aletti Palace Hotel
300,Bambous Virieux,MU,70.05,scattered clouds,-20.3428,57.7575,Casa Tia Villa
301,Sioux Lookout,CA,24.87,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
302,Soyo,AO,76.87,overcast clouds,-6.1349,12.3689,Hospedaria ndozi'ame
303,Barlinek,PL,39.15,overcast clouds,52.9946,15.2186,Hotel Barlinek
304,Azuaga,ES,56.97,overcast clouds,38.2667,-5.6833,Casa Rural La Hoya
305,Cabo San Lucas,MX,82.51,broken clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
306,Tsiroanomandidy,MG,66.88,light rain,-18.7667,46.0333,Hotel Ravinala
307,Shahrud,IR,47.84,overcast clouds,36.4182,54.9763,Royal Hotel
308,Port Hedland,AU,69.85,broken clouds,-20.3167,118.5667,The Esplanade Hotel
309,Hambantota,LK,75.54,broken clouds,6.1241,81.1185,Bungalow 63
310,Moindou,NC,80.01,overcast clouds,-21.6924,165.677,Equi-lodge de Moindou
311,Te Anau,NZ,58.01,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
313,Hualmay,PE,66.72,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
314,Tuktoyaktuk,CA,10.4,broken clouds,69.4541,-133.0374,End of The Road Ltd.
315,Severnoye,RU,12.63,overcast clouds,56.3491,78.3619,Gostinitsa Severyanka
316,Sorong,ID,79.47,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
317,Bontang,ID,76.35,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
318,Nuristan,AF,8.89,clear sky,35.3,70.8333,لَکچُک هوټل
319,Mazatan,MX,87.87,few clouds,14.8667,-92.45,Jose Luis Villalobos De La Cruz
320,Katobu,ID,75.72,overcast clouds,-4.9408,122.5276,La Ode Husein
321,Grand Gaube,MU,70.2,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
322,Bathsheba,BB,83.01,few clouds,13.2167,-59.5167,Atlantis Hotel
324,Rio Grande,BR,87.91,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
325,Palmer,US,43.86,broken clouds,42.1584,-72.3287,Wedgewood Motel
326,Portland,US,54.97,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
327,Adwa,ET,57.24,clear sky,14.1646,38.8955,Maay Assa Hotel
328,Chapais,CA,20.98,light snow,49.7834,-74.8492,Hôtel Opémiska
329,Monroe,US,39.85,overcast clouds,43.1501,-77.6831,Rodeway Inn Rochester Airport
330,Peniche,PT,65.1,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
331,Mehamn,NO,37.35,clear sky,71.0357,27.8492,Mehamn Arctic Hotel AS
332,Tiarei,PF,82.42,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
334,Petropavlovsk-Kamchatskiy,RU,12.79,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
336,Fairbanks,US,17.6,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
338,Leshukonskoye,RU,23.94,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
339,Faya,SA,55.51,clear sky,18.3851,42.4509,شيلة نسايم
340,San Juan,AR,97.88,clear sky,-31.5375,-68.5364,Hotel Provincial
341,Suozhen,CN,48.16,clear sky,36.9539,118.1047,Jianguo Hotel
342,Birjand,IR,39.67,clear sky,32.8663,59.2211,Birjand Tourist Hotel
343,Foam Lake,CA,21.22,overcast clouds,51.65,-103.5343,Foam Lake Campground
344,Marsh Harbour,BS,79.41,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
